unitid,year,top30private,top30public,schoolname,pehedge,otherfinance
195030,2004,1,,"university of rochester",.131579,.1842105
195030,2005,1,,"university of rochester",.1351351,.1351351
195030,2006,1,,"university of rochester",.1666667,.1666667
195030,2007,1,,"university of rochester",.1190476,.1428571
195030,2008,1,,"university of rochester",.1136364,.1136364
195030,2009,1,,"university of rochester",.1136364,.1136364
195030,2010,1,,"university of rochester",.1086956,.1086956
195030,2011,1,,"university of rochester",.1041667,.1041667
195030,2012,1,,"university of rochester",.1,.1
195030,2013,1,,"university of rochester",.1020408,.0816327
195030,2014,1,,"university of rochester",.1,.08
195030,2015,1,,"university of rochester",.1,.08
195030,2016,1,,"university of rochester",.0980392,.0784314
195030,2017,1,,"university of rochester",.14,.1
196097,2003,,1,"state university of new york buffalo",0,.0714286
196097,2004,,1,"state university of new york buffalo",0,.0666667
196097,2005,,1,"state university of new york buffalo",0,.0666667
196097,2006,,1,"state university of new york buffalo",0,.0588235
196097,2007,,1,"state university of new york buffalo",0,.0588235
196097,2008,,1,"state university of new york buffalo",0,.0588235
196097,2009,,1,"state university of new york buffalo",0,0
196097,2010,,1,"state university of new york buffalo",0,0
196097,2011,,1,"state university of new york buffalo",0,0
196097,2012,,1,"state university of new york buffalo",0,0
196097,2013,,1,"state university of new york buffalo",0,.0625
196097,2014,,1,"state university of new york buffalo",0,.0769231
196097,2015,,1,"state university of new york buffalo",0,.0714286
196097,2016,,1,"state university of new york buffalo",0,.0714286
196097,2017,,1,"state university of new york buffalo",0,.0666667
198419,1989,1,,"duke",0,.0833333
198419,2003,1,,"duke university",0,.1388889
198419,2004,1,,"duke university",.027027,.1351351
198419,2005,1,,"duke university",.0285714,.1428571
198419,2006,1,,"duke university",.0540541,.1351351
198419,2007,1,,"duke university",.0540541,.1351351
198419,2008,1,,"duke university",.0810811,.1621622
198419,2009,1,,"duke university",.0810811,.1891892
198419,2010,1,,"duke university",.0833333,.1666667
198419,2011,1,,"duke university",.0833333,.1944444
198419,2012,1,,"duke university",.0833333,.1666667
198419,2013,1,,"duke university",.0833333,.1666667
198419,2014,1,,"duke university",.1666667,.1944444
198419,2015,1,,"duke university",.1891892,.1891892
198419,2016,1,,"duke university",.1891892,.1621622
198419,2017,1,,"duke university",.1621622,.1621622
199120,2003,,1,"university of north carolina system",.030303,.1818182
199120,2004,,1,"university of north carolina system",.030303,.1212121
199120,2005,,1,"university of north carolina system",.030303,.1515152
199120,2006,,1,"university of north carolina system",.030303,.1515152
199120,2007,,1,"university of north carolina system",.030303,.1515152
199120,2008,,1,"university of north carolina system",0,.0909091
199120,2009,,1,"university of north carolina system",0,0
199120,2010,,1,"university of north carolina system",0,0
199120,2011,,1,"university of north carolina system",0,0
199120,2012,,1,"university of north carolina system",0,.030303
199120,2013,,1,"university of north carolina system",0,.0322581
199120,2014,,1,"university of north carolina system",0,.09375
199120,2015,,1,"university of north carolina system",0,.1212121
199120,2016,,1,"university of north carolina system",0,.09375
199120,2017,,1,"university of north carolina system",0,.0625
201645,2003,1,,"case western reserve university",.0666667,.1333333
201645,2004,1,,"case western reserve university",.0697674,.1162791
201645,2005,1,,"case western reserve university",.0666667,.1333333
201645,2006,1,,"case western reserve university",.0833333,.1111111
201645,2007,1,,"case western reserve university",.0789474,.1052632
201645,2008,1,,"case western reserve university",.0769231,.1025641
201645,2009,1,,"case western reserve university",.0769231,.1025641
201645,2010,1,,"case western reserve university",.0888889,.0888889
201645,2011,1,,"case western reserve university",.0888889,.0888889
201645,2012,1,,"case western reserve university",.0888889,.0888889
201645,2013,1,,"case western reserve university",.1086956,.1086956
201645,2014,1,,"case western reserve university",.1086956,.1086956
201645,2015,1,,"case western reserve university",.1136364,.0681818
201645,2016,1,,"case western reserve university",.1190476,.0714286
201645,2017,1,,"case western reserve university",.1463415,.0731707
201885,2003,,1,"university of cincinnati",0,.4444444
201885,2004,,1,"university of cincinnati",0,.3333333
201885,2005,,1,"university of cincinnati",0,.3333333
201885,2006,,1,"university of cincinnati",0,.2222222
201885,2007,,1,"university of cincinnati",0,.2222222
201885,2008,,1,"university of cincinnati",0,.1111111
201885,2009,,1,"university of cincinnati",0,.1111111
201885,2010,,1,"university of cincinnati",0,.1111111
201885,2011,,1,"university of cincinnati",0,.1111111
201885,2012,,1,"university of cincinnati",0,0
201885,2013,,1,"university of cincinnati",0,.1111111
201885,2014,,1,"university of cincinnati",0,.1111111
201885,2015,,1,"university of cincinnati",0,.1111111
201885,2016,,1,"university of cincinnati",0,.2222222
201885,2017,,1,"university of cincinnati",0,.2222222
204796,2003,,1,"ohio state university",0,.1111111
204796,2004,,1,"ohio state university",0,.1111111
204796,2005,,1,"ohio state university",0,0
204796,2006,,1,"ohio state university",0,0
204796,2007,,1,"ohio state university",0,0
204796,2008,,1,"ohio state university",0,0
204796,2009,,1,"ohio state university",0,0
204796,2010,,1,"ohio state university",0,.0666667
204796,2011,,1,"ohio state university",0,.0666667
204796,2012,,1,"ohio state university",0,.0666667
204796,2013,,1,"ohio state university",0,.0666667
204796,2014,,1,"ohio state university",0,.1333333
204796,2015,,1,"ohio state university",0,.2
204796,2016,,1,"ohio state university",0,.2307692
204796,2017,,1,"ohio state university",0,.2
211440,2003,1,,"carnegie mellon university",.0727273,.1818182
211440,2004,1,,"carnegie mellon university",.0727273,.1818182
211440,2005,1,,"carnegie mellon university",.08,.18
211440,2006,1,,"carnegie mellon university",.0806452,.1290323
211440,2007,1,,"carnegie mellon university",.0806452,.1290323
211440,2008,1,,"carnegie mellon university",.0806452,.0967742
211440,2009,1,,"carnegie mellon university",.0689655,.1206897
211440,2010,1,,"carnegie mellon university",.0689655,.1206897
211440,2011,1,,"carnegie mellon university",.0793651,.1428571
211440,2012,1,,"carnegie mellon university",.115942,.115942
211440,2013,1,,"carnegie mellon university",.1323529,.0735294
211440,2014,1,,"carnegie mellon university",.1323529,.0735294
211440,2015,1,,"carnegie mellon university",.1212121,.0606061
211440,2016,1,,"carnegie mellon university",.1403509,.0350877
211440,2017,1,,"carnegie mellon university",.1538462,.0384615
214777,2003,,1,"pennsylvania state university",0,.1
214777,2004,,1,"pennsylvania state university",0,.1666667
214777,2005,,1,"pennsylvania state university",0,.1666667
214777,2006,,1,"pennsylvania state university",0,.1666667
214777,2007,,1,"pennsylvania state university",0,.1666667
214777,2008,,1,"pennsylvania state university",.0333333,.1666667
214777,2009,,1,"pennsylvania state university",.0333333,.1666667
214777,2010,,1,"pennsylvania state university",.0333333,.1333333
214777,2011,,1,"pennsylvania state university",.0333333,.1333333
214777,2012,,1,"pennsylvania state university",.0344828,.137931
214777,2013,,1,"pennsylvania state university",.0357143,.1785714
214777,2014,,1,"pennsylvania state university",.0384615,.2307692
214777,2015,,1,"pennsylvania state university",.0333333,.1666667
214777,2016,,1,"pennsylvania state university",.0555556,.1111111
214777,2017,,1,"pennsylvania state university",.0555556,.1388889
215062,1989,1,,"university of pennsylvania",.0652174,.1956522
215062,2003,1,,"university of pennsylvania",.1694915,.2711864
215062,2004,1,,"university of pennsylvania",.2068966,.2586207
215062,2005,1,,"university of pennsylvania",.1896552,.2931035
215062,2006,1,,"university of pennsylvania",.2264151,.3207547
215062,2007,1,,"university of pennsylvania",.2321429,.3035714
215062,2008,1,,"university of pennsylvania",.2982456,.2982456
215062,2009,1,,"university of pennsylvania",.2909091,.3090909
215062,2010,1,,"university of pennsylvania",.3508772,.245614
215062,2011,1,,"university of pennsylvania",.3508772,.2280702
215062,2012,1,,"university of pennsylvania",.3392857,.2321429
215062,2013,1,,"university of pennsylvania",.3220339,.2372881
215062,2014,1,,"university of pennsylvania",.3157895,.2280702
215062,2015,1,,"university of pennsylvania",.3050847,.2542373
215062,2016,1,,"university of pennsylvania",.3333333,.2631579
215062,2017,1,,"university of pennsylvania",.3928571,.2142857
217156,1989,1,,"brown",0,.1698113
217156,2008,1,,"brown university",.2692308,.1346154
217156,2009,1,,"brown university",.2692308,.1346154
217156,2010,1,,"brown university",.2884615,.1730769
217156,2011,1,,"brown university",.3076923,.1923077
217156,2012,1,,"brown university",.3333333,.1851852
217156,2013,1,,"brown university",.3461539,.1538462
217156,2014,1,,"brown university",.3653846,.1538462
217156,2015,1,,"brown university",.3207547,.1509434
217156,2016,1,,"brown university",.2368421,.1842105
217156,2017,1,,"brown university",.2307692,.1923077
221999,1989,1,,"vanderbilt",.0178571,.1607143
221999,2003,1,,"vanderbilt university",.0681818,.1818182
221999,2004,1,,"vanderbilt university",.0681818,.1818182
221999,2005,1,,"vanderbilt university",.0681818,.1818182
221999,2006,1,,"vanderbilt university",.0666667,.2
221999,2007,1,,"vanderbilt university",.0681818,.2045455
221999,2008,1,,"vanderbilt university",.0444444,.2
221999,2009,1,,"vanderbilt university",.0487805,.1951219
221999,2010,1,,"vanderbilt university",.0789474,.1578947
221999,2011,1,,"vanderbilt university",.1282051,.1794872
221999,2012,1,,"vanderbilt university",.1714286,.2
221999,2013,1,,"vanderbilt university",.2424242,.2121212
221999,2014,1,,"vanderbilt university",.2121212,.1818182
221999,2015,1,,"vanderbilt university",.2647059,.1470588
221999,2016,1,,"vanderbilt university",.2692308,.0769231
221999,2017,1,,"vanderbilt university",.2413793,.137931
227757,1989,1,,"rice",.1052632,.1578947
227757,2003,1,,"rice university",.12,.2
227757,2004,1,,"rice university",.12,.2
227757,2005,1,,"rice university",.08,.2
227757,2006,1,,"rice university",.0833333,.2083333
227757,2007,1,,"rice university",.0769231,.1538462
227757,2008,1,,"rice university",.08,.16
227757,2009,1,,"rice university",.1666667,.1666667
227757,2010,1,,"rice university",.1666667,.2083333
227757,2011,1,,"rice university",.25,.1666667
227757,2012,1,,"rice university",.24,.16
227757,2013,1,,"rice university",.1666667,.1666667
227757,2014,1,,"rice university",.125,.125
227757,2015,1,,"rice university",.1538462,.1153846
227757,2016,1,,"rice university",.12,.12
227757,2017,1,,"rice university",.16,.12
228723,2003,,1,"texas a&m university",0,0
228723,2004,,1,"texas a&m university",0,0
228723,2005,,1,"texas a&m university",0,0
228723,2006,,1,"texas a&m university",0,0
228723,2007,,1,"texas a&m university",0,0
228723,2008,,1,"texas a&m university",.1,0
228723,2009,,1,"texas a&m university",.1,0
228723,2010,,1,"texas a&m university",.1,0
228723,2011,,1,"texas a&m university",.1,0
228723,2012,,1,"texas a&m university",.1,0
228723,2013,,1,"texas a&m university",.1,0
228723,2014,,1,"texas a&m university",0,0
228723,2015,,1,"texas a&m university",0,.1
228723,2016,,1,"texas a&m university",0,.1
228723,2017,,1,"texas a&m university",0,.1
228778,2003,,1,"university of texas system",.1111111,.5555556
228778,2004,,1,"university of texas system",0,.5555556
228778,2005,,1,"university of texas system",0,.4444444
228778,2006,,1,"university of texas system",0,.3
228778,2007,,1,"university of texas system",0,.3
228778,2008,,1,"university of texas system",0,.2
228778,2009,,1,"university of texas system",.1,.1
228778,2010,,1,"university of texas system",.1,.1
228778,2011,,1,"university of texas system",.1,0
228778,2012,,1,"university of texas system",.1,0
228778,2013,,1,"university of texas system",.1,0
228778,2014,,1,"university of texas system",.1111111,0
228778,2015,,1,"university of texas system",.1,0
228778,2016,,1,"university of texas system",.1,0
228778,2017,,1,"university of texas system",.2,0
230764,2003,,1,"university of utah",0,.1
230764,2004,,1,"university of utah",0,.1
230764,2005,,1,"university of utah",0,.1
230764,2006,,1,"university of utah",0,0
230764,2007,,1,"university of utah",0,0
230764,2008,,1,"university of utah",0,0
230764,2009,,1,"university of utah",0,0
230764,2010,,1,"university of utah",0,.1
230764,2011,,1,"university of utah",0,.0909091
230764,2012,,1,"university of utah",0,.0909091
230764,2013,,1,"university of utah",0,.0909091
230764,2014,,1,"university of utah",0,.1
230764,2015,,1,"university of utah",0,.0909091
230764,2016,,1,"university of utah",0,.1
230764,2017,,1,"university of utah",.1,.1
234076,2003,,1,"university of virginia system",0,.1875
234076,2004,,1,"university of virginia system",0,.125
234076,2005,,1,"university of virginia system",0,.0625
234076,2006,,1,"university of virginia system",0,.125
234076,2007,,1,"university of virginia system",0,0
234076,2008,,1,"university of virginia system",0,0
234076,2009,,1,"university of virginia system",0,0
234076,2010,,1,"university of virginia system",.0625,0
234076,2011,,1,"university of virginia system",.0588235,.0588235
234076,2012,,1,"university of virginia system",.0588235,.0588235
234076,2013,,1,"university of virginia system",0,0
234076,2014,,1,"university of virginia system",.0588235,.0588235
234076,2015,,1,"university of virginia system",.0588235,.1176471
234076,2016,,1,"university of virginia system",.1176471,.1764706
234076,2017,,1,"university of virginia system",.1764706,.1764706
236948,2003,,1,"university of washington system",0,0
236948,2004,,1,"university of washington system",0,0
236948,2005,,1,"university of washington system",0,0
236948,2006,,1,"university of washington system",0,0
236948,2007,,1,"university of washington system",0,0
236948,2008,,1,"university of washington system",0,0
236948,2009,,1,"university of washington system",0,0
236948,2010,,1,"university of washington system",0,0
236948,2011,,1,"university of washington system",0,0
236948,2012,,1,"university of washington system",0,0
236948,2013,,1,"university of washington system",0,0
236948,2014,,1,"university of washington system",0,0
236948,2015,,1,"university of washington system",0,0
236948,2016,,1,"university of washington system",0,0
236948,2017,,1,"university of washington system",0,0
240444,2003,,1,"university of wisconsin system",0,.0555556
240444,2004,,1,"university of wisconsin system",0,0
240444,2005,,1,"university of wisconsin system",0,0
240444,2006,,1,"university of wisconsin system",0,0
240444,2007,,1,"university of wisconsin system",0,0
240444,2008,,1,"university of wisconsin system",0,.0555556
240444,2009,,1,"university of wisconsin system",0,.0555556
240444,2010,,1,"university of wisconsin system",0,.0555556
240444,2011,,1,"university of wisconsin system",0,.0555556
240444,2012,,1,"university of wisconsin system",0,.0555556
240444,2013,,1,"university of wisconsin system",0,.0555556
240444,2014,,1,"university of wisconsin system",0,.0625
240444,2015,,1,"university of wisconsin system",0,.0555556
240444,2016,,1,"university of wisconsin system",0,0
240444,2017,,1,"university of wisconsin system",0,.0555556
243744,1989,1,,"stanford",.0333333,.1
243744,2003,1,,"stanford university",.1470588,.2647059
243744,2004,1,,"stanford university",.2,.2285714
243744,2005,1,,"stanford university",.2121212,.2424242
243744,2006,1,,"stanford university",.1764706,.1764706
243744,2007,1,,"stanford university",.2121212,.1818182
243744,2008,1,,"stanford university",.2666667,.1666667
243744,2009,1,,"stanford university",.2903226,.1612903
243744,2010,1,,"stanford university",.34375,.15625
243744,2011,1,,"stanford university",.3225806,.1935484
243744,2012,1,,"stanford university",.3125,.15625
243744,2013,1,,"stanford university",.3030303,.1515152
243744,2014,1,,"stanford university",.3142857,.2
243744,2015,1,,"stanford university",.2894737,.2368421
243744,2016,1,,"stanford university",.3055556,.2222222
243744,2017,1,,"stanford university",.2727273,.2424242
243780,2003,,1,"purdue university west lafayette",0,0
243780,2004,,1,"purdue university west lafayette",0,0
243780,2005,,1,"purdue university west lafayette",0,0
243780,2006,,1,"purdue university west lafayette",0,0
243780,2007,,1,"purdue university west lafayette",0,0
243780,2008,,1,"purdue university west lafayette",0,0
243780,2009,,1,"purdue university west lafayette",0,0
243780,2010,,1,"purdue university west lafayette",0,0
243780,2011,,1,"purdue university west lafayette",0,0
243780,2012,,1,"purdue university west lafayette",0,0
243780,2013,,1,"purdue university west lafayette",0,0
243780,2014,,1,"purdue university west lafayette",0,0
243780,2015,,1,"purdue university west lafayette",0,0
243780,2016,,1,"purdue university west lafayette",0,0
243780,2017,,1,"purdue university west lafayette",0,0
