digitopeid,opeid,corporationname,institutionname,claimcount,control_n,control
778103,7781,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE - KAPLAN COLLEGE",2,"For-Profit",3
2289801,22898,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE- KAPLAN CAREER INSTITUTE",7,"For-Profit",3
491001,4910,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE-KAPLAN CAREER INSTITUTE -PHILADELPHIA C",2,"For-Profit",3
946600,9466,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE",2,"For-Profit",3
2591900,25919,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE",4,"For-Profit",3
977700,9777,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE",5,"For-Profit",3
2201800,22018,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE",6,"For-Profit",3
3272303,32723,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE - ARLINGTON",4,"For-Profit",3
2306302,23063,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE - FRESNO",3,"For-Profit",3
2591905,25919,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE-BROWNSVILLE",1,"For-Profit",3
946610,9466,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE-CAREER CENTERS OF TEXAS -FORTWORTH",1,"For-Profit",3
2326203,23262,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE-CHARLOTIE",2,"For-Profit",3
2201802,22018,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE-HAMMOND",1,"For-Profit",3
3115804,31158,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE-LUBBOCK",2,"For-Profit",3
2201803,22018,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE-MILWAUKEE",1,"For-Profit",3
2539102,25391,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE-RIVERSIDE",3,"For-Profit",3
977703,9777,"Graham Holdings/Education Corporation of America","KAPLAN COLLEGE-SE STREET INDIANAPOLIS",2,"For-Profit",3
794600,7946,"Graham Holdings/Education Corporation of America","Kaplan Colleges",1,"For-Profit",3
2167600,21676,"Graham Holdings/Education Corporation of America","Kaplan Colleges",1,"For-Profit",3
1100500,11005,"Graham Holdings/Education Corporation of America","Kaplan Colleges",2,"For-Profit",3
2052000,20520,"Graham Holdings/Education Corporation of America","Kaplan Colleges",2,"For-Profit",3
3044500,30445,"Graham Holdings/Education Corporation of America","Kaplan Colleges",2,"For-Profit",3
3115800,31158,"Graham Holdings/Education Corporation of America","Kaplan Colleges",2,"For-Profit",3
2071200,20712,"Graham Holdings/Education Corporation of America","Kaplan Colleges",3,"For-Profit",3
2091700,20917,"Graham Holdings/Education Corporation of America","Kaplan Colleges",3,"For-Profit",3
2326200,23262,"Graham Holdings/Education Corporation of America","Kaplan Colleges",3,"For-Profit",3
2351900,23519,"Graham Holdings/Education Corporation of America","Kaplan Colleges",3,"For-Profit",3
2539100,25391,"Graham Holdings/Education Corporation of America","Kaplan Colleges",3,"For-Profit",3
2549000,25490,"Graham Holdings/Education Corporation of America","Kaplan Colleges",3,"For-Profit",3
2306300,23063,"Graham Holdings/Education Corporation of America","Kaplan Colleges",5,"For-Profit",3
2565400,25654,"Graham Holdings/Education Corporation of America","Kaplan Colleges",6,"For-Profit",3
3043200,30432,"Graham Holdings/Education Corporation of America","Kaplan Colleges",6,"For-Profit",3
946607,9466,"Graham Holdings/Education Corporation of America","KAPLANCOLLEGE - MCALLEN",2,"For-Profit",3
2605900,26059,"Graham Holdings/Education Corporation of America","Tesst College of Technology",1,"For-Profit",3
749100,7491,"Graham Holdings/Education Corporation of America","Tesst College of Technology",3,"For-Profit",3
2083600,20836,"Graham Holdings/Education Corporation of America","Tesst College of Technology",3,"For-Profit",3
107400,1074,"Grand Canyon Education","Grand Canyon University",44,"For-Profit",3
4131400,41314,"InfiLaw Corporation","Arizona Summit Law School",9,"For-Profit",3
4143500,41435,"InfiLaw Corporation","Charlotte School of Law",501,"For-Profit",3
3374300,33743,"InfiLaw Corporation","Florida Coastal School of Law",12,"For-Profit",3
3395300,33953,"International Career Development Center","International Career Development Center",41,"For-Profit",3
473100,4731,"ITT Educational Services, Inc.","DANIEL WEBSTER COLLEGE",9,"For-Profit",3
455304,4553,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
732916,7329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
732918,7329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
732930,7329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
732950,7329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
732954,7329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
732965,7329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
732966,7329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
732975,7329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
732983,7329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
1062706,10627,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
2166200,21662,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
2286505,22865,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
2291603,22916,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
2321803,23218,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
2321903,23219,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
2321904,23219,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
3071805,30718,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
3087403,30874,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
10732918,107329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
10732920,107329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
10732931,107329,"ITT Educational Services, Inc.","ITT Technical Institute",1,"For-Profit",3
455303,4553,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
732920,7329,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
732934,7329,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
732935,7329,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
732976,7329,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
732981,7329,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
732986,7329,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
1062705,10627,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
2359801,23598,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
2361003,23610,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
2361004,23610,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
3070401,30704,"ITT Educational Services, Inc.","ITT Technical Institute",2,"For-Profit",3
732913,7329,"ITT Educational Services, Inc.","ITT Technical Institute",3,"For-Profit",3
732969,7329,"ITT Educational Services, Inc.","ITT Technical Institute",3,"For-Profit",3
732971,7329,"ITT Educational Services, Inc.","ITT Technical Institute",3,"For-Profit",3
732992,7329,"ITT Educational Services, Inc.","ITT Technical Institute",3,"For-Profit",3
832903,8329,"ITT Educational Services, Inc.","ITT Technical Institute",3,"For-Profit",3
2120903,21209,"ITT Educational Services, Inc.","ITT Technical Institute",3,"For-Profit",3
2291602,22916,"ITT Educational Services, Inc.","ITT Technical Institute",3,"For-Profit",3
3087800,30878,"ITT Educational Services, Inc.","ITT Technical Institute",3,"For-Profit",3
732909,7329,"ITT Educational Services, Inc.","ITT Technical Institute",4,"For-Profit",3
732910,7329,"ITT Educational Services, Inc.","ITT Technical Institute",4,"For-Profit",3
732994,7329,"ITT Educational Services, Inc.","ITT Technical Institute",4,"For-Profit",3
844303,8443,"ITT Educational Services, Inc.","ITT Technical Institute",4,"For-Profit",3
2321704,23217,"ITT Educational Services, Inc.","ITT Technical Institute",4,"For-Profit",3
2321705,23217,"ITT Educational Services, Inc.","ITT Technical Institute",4,"For-Profit",3
2361103,23611,"ITT Educational Services, Inc.","ITT Technical Institute",4,"For-Profit",3
732947,7329,"ITT Educational Services, Inc.","ITT Technical Institute",5,"For-Profit",3
732985,7329,"ITT Educational Services, Inc.","ITT Technical Institute",5,"For-Profit",3
732989,7329,"ITT Educational Services, Inc.","ITT Technical Institute",5,"For-Profit",3
3071802,30718,"ITT Educational Services, Inc.","ITT Technical Institute",5,"For-Profit",3
3073404,30734,"ITT Educational Services, Inc.","ITT Technical Institute",5,"For-Profit",3
3087505,30875,"ITT Educational Services, Inc.","ITT Technical Institute",5,"For-Profit",3
3087604,30876,"ITT Educational Services, Inc.","ITT Technical Institute",5,"For-Profit",3
732912,7329,"ITT Educational Services, Inc.","ITT Technical Institute",6,"For-Profit",3
732953,7329,"ITT Educational Services, Inc.","ITT Technical Institute",6,"For-Profit",3
732958,7329,"ITT Educational Services, Inc.","ITT Technical Institute",6,"For-Profit",3
2321802,23218,"ITT Educational Services, Inc.","ITT Technical Institute",6,"For-Profit",3
2321902,23219,"ITT Educational Services, Inc.","ITT Technical Institute",6,"For-Profit",3
2361101,23611,"ITT Educational Services, Inc.","ITT Technical Institute",6,"For-Profit",3
2361104,23611,"ITT Educational Services, Inc.","ITT Technical Institute",6,"For-Profit",3
3071803,30718,"ITT Educational Services, Inc.","ITT Technical Institute",6,"For-Profit",3
732911,7329,"ITT Educational Services, Inc.","ITT Technical Institute",7,"For-Profit",3
732923,7329,"ITT Educational Services, Inc.","ITT Technical Institute",7,"For-Profit",3
732990,7329,"ITT Educational Services, Inc.","ITT Technical Institute",7,"For-Profit",3
732991,7329,"ITT Educational Services, Inc.","ITT Technical Institute",7,"For-Profit",3
755704,7557,"ITT Educational Services, Inc.","ITT Technical Institute",7,"For-Profit",3
832907,8329,"ITT Educational Services, Inc.","ITT Technical Institute",7,"For-Profit",3
2065202,20652,"ITT Educational Services, Inc.","ITT Technical Institute",7,"For-Profit",3
2120901,21209,"ITT Educational Services, Inc.","ITT Technical Institute",8,"For-Profit",3
2359804,23598,"ITT Educational Services, Inc.","ITT Technical Institute",8,"For-Profit",3
732941,7329,"ITT Educational Services, Inc.","ITT Technical Institute",9,"For-Profit",3
2065203,20652,"ITT Educational Services, Inc.","ITT Technical Institute",9,"For-Profit",3
3087605,30876,"ITT Educational Services, Inc.","ITT Technical Institute",9,"For-Profit",3
732993,7329,"ITT Educational Services, Inc.","ITT Technical Institute",10,"For-Profit",3
1062701,10627,"ITT Educational Services, Inc.","ITT Technical Institute",10,"For-Profit",3
908804,9088,"ITT Educational Services, Inc.","ITT Technical Institute",11,"For-Profit",3
2328700,23287,"ITT Educational Services, Inc.","ITT Technical Institute",11,"For-Profit",3
2361002,23610,"ITT Educational Services, Inc.","ITT Technical Institute",11,"For-Profit",3
755705,7557,"ITT Educational Services, Inc.","ITT Technical Institute",13,"For-Profit",3
732905,7329,"ITT Educational Services, Inc.","ITT Technical Institute",14,"For-Profit",3
732703,7327,"ITT Educational Services, Inc.","ITT Technical Institute",15,"For-Profit",3
732708,7327,"ITT Educational Services, Inc.","ITT Technical Institute",16,"For-Profit",3
3087502,30875,"ITT Educational Services, Inc.","ITT Technical Institute",16,"For-Profit",3
832904,8329,"ITT Educational Services, Inc.","ITT Technical Institute",17,"For-Profit",3
3073403,30734,"ITT Educational Services, Inc.","ITT Technical Institute",17,"For-Profit",3
2321703,23217,"ITT Educational Services, Inc.","ITT Technical Institute",18,"For-Profit",3
732707,7327,"ITT Educational Services, Inc.","ITT Technical Institute",19,"For-Profit",3
732915,7329,"ITT Educational Services, Inc.","ITT Technical Institute",19,"For-Profit",3
832905,8329,"ITT Educational Services, Inc.","ITT Technical Institute",19,"For-Profit",3
3087402,30874,"ITT Educational Services, Inc.","ITT Technical Institute",20,"For-Profit",3
2120902,21209,"ITT Educational Services, Inc.","ITT Technical Institute",22,"For-Profit",3
3087602,30876,"ITT Educational Services, Inc.","ITT Technical Institute",22,"For-Profit",3
2328602,23286,"ITT Educational Services, Inc.","ITT Technical Institute",23,"For-Profit",3
983702,9837,"ITT Educational Services, Inc.","ITT Technical Institute",25,"For-Profit",3
844302,8443,"ITT Educational Services, Inc.","ITT Technical Institute",28,"For-Profit",3
2321801,23218,"ITT Educational Services, Inc.","ITT Technical Institute",28,"For-Profit",3
3071801,30718,"ITT Educational Services, Inc.","ITT Technical Institute",28,"For-Profit",3
732907,7329,"ITT Educational Services, Inc.","ITT Technical Institute",29,"For-Profit",3
3087401,30874,"ITT Educational Services, Inc.","ITT Technical Institute",29,"For-Profit",3
3087603,30876,"ITT Educational Services, Inc.","ITT Technical Institute",29,"For-Profit",3
455302,4553,"ITT Educational Services, Inc.","ITT Technical Institute",30,"For-Profit",3
983703,9837,"ITT Educational Services, Inc.","ITT Technical Institute",30,"For-Profit",3
2065201,20652,"ITT Educational Services, Inc.","ITT Technical Institute",31,"For-Profit",3
1185204,11852,"ITT Educational Services, Inc.","ITT Technical Institute",32,"For-Profit",3
455301,4553,"ITT Educational Services, Inc.","ITT Technical Institute",33,"For-Profit",3
732962,7329,"ITT Educational Services, Inc.","ITT Technical Institute",33,"For-Profit",3
755703,7557,"ITT Educational Services, Inc.","ITT Technical Institute",33,"For-Profit",3
3087400,30874,"ITT Educational Services, Inc.","ITT Technical Institute",33,"For-Profit",3
2321701,23217,"ITT Educational Services, Inc.","ITT Technical Institute",34,"For-Profit",3
755702,7557,"ITT Educational Services, Inc.","ITT Technical Institute",35,"For-Profit",3
908800,9088,"ITT Educational Services, Inc.","ITT Technical Institute",35,"For-Profit",3
2291504,22915,"ITT Educational Services, Inc.","ITT Technical Institute",39,"For-Profit",3
2359802,23598,"ITT Educational Services, Inc.","ITT Technical Institute",39,"For-Profit",3
2361102,23611,"ITT Educational Services, Inc.","ITT Technical Institute",39,"For-Profit",3
3071400,30714,"ITT Educational Services, Inc.","ITT Technical Institute",39,"For-Profit",3
455300,4553,"ITT Educational Services, Inc.","ITT Technical Institute",41,"For-Profit",3
832902,8329,"ITT Educational Services, Inc.","ITT Technical Institute",41,"For-Profit",3
908803,9088,"ITT Educational Services, Inc.","ITT Technical Institute",41,"For-Profit",3
732902,7329,"ITT Educational Services, Inc.","ITT Technical Institute",42,"For-Profit",3
1062702,10627,"ITT Educational Services, Inc.","ITT Technical Institute",42,"For-Profit",3
2321900,23219,"ITT Educational Services, Inc.","ITT Technical Institute",42,"For-Profit",3
2361001,23610,"ITT Educational Services, Inc.","ITT Technical Institute",42,"For-Profit",3
732705,7327,"ITT Educational Services, Inc.","ITT Technical Institute",43,"For-Profit",3
732903,7329,"ITT Educational Services, Inc.","ITT Technical Institute",43,"For-Profit",3
2286503,22865,"ITT Educational Services, Inc.","ITT Technical Institute",43,"For-Profit",3
2286504,22865,"ITT Educational Services, Inc.","ITT Technical Institute",43,"For-Profit",3
2361100,23611,"ITT Educational Services, Inc.","ITT Technical Institute",43,"For-Profit",3
2120900,21209,"ITT Educational Services, Inc.","ITT Technical Institute",44,"For-Profit",3
2321700,23217,"ITT Educational Services, Inc.","ITT Technical Institute",44,"For-Profit",3
732701,7327,"ITT Educational Services, Inc.","ITT Technical Institute",45,"For-Profit",3
983700,9837,"ITT Educational Services, Inc.","ITT Technical Institute",45,"For-Profit",3
732706,7327,"ITT Educational Services, Inc.","ITT Technical Institute",48,"For-Profit",3
2328600,23286,"ITT Educational Services, Inc.","ITT Technical Institute",48,"For-Profit",3
732901,7329,"ITT Educational Services, Inc.","ITT Technical Institute",49,"For-Profit",3
844300,8443,"ITT Educational Services, Inc.","ITT Technical Institute",49,"For-Profit",3
2321800,23218,"ITT Educational Services, Inc.","ITT Technical Institute",50,"For-Profit",3
1185200,11852,"ITT Educational Services, Inc.","ITT Technical Institute",51,"For-Profit",3
3073401,30734,"ITT Educational Services, Inc.","ITT Technical Institute",51,"For-Profit",3
3087501,30875,"ITT Educational Services, Inc.","ITT Technical Institute",54,"For-Profit",3
1062704,10627,"ITT Educational Services, Inc.","ITT Technical Institute",57,"For-Profit",3
2065200,20652,"ITT Educational Services, Inc.","ITT Technical Institute",57,"For-Profit",3
2291500,22915,"ITT Educational Services, Inc.","ITT Technical Institute",58,"For-Profit",3
2359803,23598,"ITT Educational Services, Inc.","ITT Technical Institute",58,"For-Profit",3
3087601,30876,"ITT Educational Services, Inc.","ITT Technical Institute",59,"For-Profit",3
3073402,30734,"ITT Educational Services, Inc.","ITT Technical Institute",64,"For-Profit",3
3087600,30876,"ITT Educational Services, Inc.","ITT Technical Institute",64,"For-Profit",3
1062700,10627,"ITT Educational Services, Inc.","ITT Technical Institute",70,"For-Profit",3
3070400,30704,"ITT Educational Services, Inc.","ITT Technical Institute",71,"For-Profit",3
2291600,22916,"ITT Educational Services, Inc.","ITT Technical Institute",76,"For-Profit",3
2361000,23610,"ITT Educational Services, Inc.","ITT Technical Institute",77,"For-Profit",3
2359800,23598,"ITT Educational Services, Inc.","ITT Technical Institute",79,"For-Profit",3
3073400,30734,"ITT Educational Services, Inc.","ITT Technical Institute",79,"For-Profit",3
3087500,30875,"ITT Educational Services, Inc.","ITT Technical Institute",83,"For-Profit",3
732700,7327,"ITT Educational Services, Inc.","ITT Technical Institute",84,"For-Profit",3
755700,7557,"ITT Educational Services, Inc.","ITT Technical Institute",85,"For-Profit",3
3071800,30718,"ITT Educational Services, Inc.","ITT Technical Institute",117,"For-Profit",3
2286500,22865,"ITT Educational Services, Inc.","ITT Technical Institute",131,"For-Profit",3
832900,8329,"ITT Educational Services, Inc.","ITT Technical Institute",134,"For-Profit",3
732900,7329,"ITT Educational Services, Inc.","ITT Technical Institute",3445,"For-Profit",3
959300,9593,"La' James International College, Inc.","La' James International College",2,"For-Profit",3
2134500,21345,"La' James International College, Inc.","La' James International College",4,"For-Profit",3
842400,8424,"La' James International College, Inc.","La' James International College",7,"For-Profit",3
1300600,13006,"La' James International College, Inc.","La' James International College",8,"For-Profit",3
2274100,22741,"La' James International College, Inc.","La' James International College",9,"For-Profit",3
2504200,25042,"Laureate Education, Inc.","Walden University",51,"For-Profit",3
940700,9407,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OF NEW ENGLAND",1,"For-Profit",3
835300,8353,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OF TECHNOLOGY",1,"For-Profit",3
1031600,10316,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OF TECHNOLOGY",1,"For-Profit",3
2280800,22808,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OF TECHNOLOGY",5,"For-Profit",3
1212800,12128,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OF TECHNOLOGY",6,"For-Profit",3
793800,7938,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OF TECHNOLOGY",8,"For-Profit",3
1212801,12128,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OF TECHNOLOGY-FLORENCE",1,"For-Profit",3
1212804,12128,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OF TECHNOLOGY-NORTHLAND",1,"For-Profit",3
793600,7936,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OFTECHNOLOGY",3,"For-Profit",3
1212802,12128,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OFTECHNOLOGY -FRANKLIN",1,"For-Profit",3
730307,7303,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OFTECHNOLOGY -MELROSE PARK",1,"For-Profit",3
1212803,12128,"Lincoln Educational Services Corporation","LINCOLN COLLEGE OFTECHNOLOGY- VINE",2,"For-Profit",3
3232306,32323,"Lincoln Educational Services Corporation","LINCOLN TECHNICAL INSTITUTE - EUPHORIAINST.OF BEAUTY ARTS & SC",1,"For-Profit",3
1246108,12461,"Lincoln Educational Services Corporation","LINCOLN TECHNICAL INSTITUTE-BROCKTON",1,"For-Profit",3
736600,7366,"Lincoln Educational Services Corporation","LINCOLN TECHNICALINSTITUTE",1,"For-Profit",3
3196300,31963,"Lincoln Educational Services Corporation","LINCOLN TECHNICALINSTITUTE",4,"For-Profit",3
730300,7303,"Lincoln Educational Services Corporation","LINCOLN TECHNICALINSTITUTE",6,"For-Profit",3
750600,7506,"Lincoln Educational Services Corporation","LINCOLN TECHNICALINSTITUTE",9,"For-Profit",3
3196302,31963,"Lincoln Educational Services Corporation","LINCOLN TECHNICALINSTITUTE- LOWELL CAMPUS",3,"For-Profit",3
793809,7938,"Lincoln Educational Services Corporation","LINCOLN TECHNICALINSTITUTE- WHITESTONE",4,"For-Profit",3
2228800,22288,"Lincoln Educational Services Corporation","LINCOLN TECHNICALINSTITUTE-EAST WINDSOR",2,"For-Profit",3
1246102,12461,"Lincoln Educational Services Corporation","LINCOLN TECHNICALINSTITUTE-MOORESTOWN",3,"For-Profit",3
1246100,12461,"Lincoln Educational Services Corporation","LINCOLNTECHNICAL INSTITUTE",1,"For-Profit",3
783200,7832,"Lincoln Educational Services Corporation","LINCOLNTECHNICAL INSTITUTE",2,"For-Profit",3
3232300,32323,"Lincoln Educational Services Corporation","LINCOLNTECHNICAL INSTITUTE",3,"For-Profit",3
3390300,33903,"Lincoln Educational Services Corporation","LINCOLNTECHNICAL INSTITUTE",6,"For-Profit",3
3232302,32323,"Lincoln Educational Services Corporation","LINCOLNTECHNICAL INSTITUTE -BROCKTON CAMPUS",3,"For-Profit",3
730303,7303,"Lincoln Educational Services Corporation","LINCOLNTECHNICAL INSTITUTE -SHELTON",1,"For-Profit",3
3316300,33163,"Lincoln Educational Services Corporation","LINCOLNTECHNICAL INSTITUTE- HARTFORD",4,"For-Profit",3
1246115,12461,"Lincoln Educational Services Corporation","LINCOLNTECHNICAL INSTITUTE- SOMERVILLE",1,"For-Profit",3
730306,7303,"Lincoln Educational Services Corporation","LINCOLNTECHNICAL INSTITUTE-EAST WINDSOR",3,"For-Profit",3
775900,7759,"Lincoln Educational Services Corporation","LINCOLNTECHNICALINSTITUTE",2,"For-Profit",3
1246104,12461,"Lincoln Educational Services Corporation","LINCOLNTECHNICALINSTITUTE-CENTER CITY",1,"For-Profit",3
2588904,25889,"Medtech College, LLC","Medtech",1,"For-Profit",3
736205,7362,"Medtech College, LLC","Medtech",3,"For-Profit",3
2588902,25889,"Medtech College, LLC","Medtech",3,"For-Profit",3
3804400,38044,"Medtech College, LLC","Medtech",4,"For-Profit",3
2588900,25889,"Medtech College, LLC","Medtech",5,"For-Profit",3
736204,7362,"Medtech College, LLC","Medtech",10,"For-Profit",3
736200,7362,"Medtech College, LLC","Medtech",13,"For-Profit",3
736202,7362,"Medtech College, LLC","Medtech",14,"For-Profit",3
1085100,10851,"Premier Education Group","Branford Hall",4,"For-Profit",3
2074000,20740,"Premier Education Group","Branford Hall",5,"For-Profit",3
2215100,22151,"Premier Education Group","Hallmark Institute of Photography",3,"For-Profit",3
2586902,25869,"Premier Education Group","Harris School of Business",1,"For-Profit",3
3543300,35433,"Premier Education Group","Harris School of Business",1,"For-Profit",3
2586900,25869,"Premier Education Group","Harris School of Business",3,"For-Profit",3
2104000,21040,"Premier Education Group","Harris School of Business",4,"For-Profit",3
466600,4666,"Premier Education Group","Salter College",23,"For-Profit",3
3429301,34293,"Premier Education Group","Seacoast Career Schools",1,"For-Profit",3
3429300,34293,"Premier Education Group","Seacoast Career Schools",2,"For-Profit",3
3064400,30644,"Regency Corporation","Regency Beauty Institute",3,"For-Profit",3
1049000,10490,"Regency Corporation","Regency Beauty Institute",37,"For-Profit",3
3380303,33803,"Star Career Academy, Inc.","Star Career Academy",4,"For-Profit",3
3380300,33803,"Star Career Academy, Inc.","Star Career Academy",5,"For-Profit",3
3380304,33803,"Star Career Academy, Inc.","Star Career Academy",5,"For-Profit",3
3380302,33803,"Star Career Academy, Inc.","Star Career Academy",8,"For-Profit",3
3380301,33803,"Star Career Academy, Inc.","Star Career Academy",10,"For-Profit",3
780400,7804,"Star Career Academy, Inc.","Star Career Academy",13,"For-Profit",3
780401,7804,"Star Career Academy, Inc.","Star Career Academy",13,"For-Profit",3
780402,7804,"Star Career Academy, Inc.","Star Career Academy",14,"For-Profit",3
145906,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145909,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145918,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145920,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145923,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145930,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145939,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145940,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145946,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145952,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145954,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145965,1459,"Strayer Education, Inc.","Strayer University",1,"For-Profit",3
145901,1459,"Strayer Education, Inc.","Strayer University",2,"For-Profit",3
145911,1459,"Strayer Education, Inc.","Strayer University",2,"For-Profit",3
145925,1459,"Strayer Education, Inc.","Strayer University",2,"For-Profit",3
145928,1459,"Strayer Education, Inc.","Strayer University",2,"For-Profit",3
145934,1459,"Strayer Education, Inc.","Strayer University",2,"For-Profit",3
145900,1459,"Strayer Education, Inc.","Strayer University",42,"For-Profit",3
2502705,25027,"United Education Institute","United Education Institute",1,"For-Profit",3
2559316,25593,"United Education Institute","United Education Institute",1,"For-Profit",3
2502700,25027,"United Education Institute","United Education Institute",2,"For-Profit",3
2502701,25027,"United Education Institute","United Education Institute",2,"For-Profit",3
2502702,25027,"United Education Institute","United Education Institute",2,"For-Profit",3
2559312,25593,"United Education Institute","United Education Institute",2,"For-Profit",3
2559302,25593,"United Education Institute","United Education Institute",3,"For-Profit",3
2559315,25593,"United Education Institute","United Education Institute",3,"For-Profit",3
3969601,39696,"United Education Institute","United Education Institute",3,"For-Profit",3
2502704,25027,"United Education Institute","United Education Institute",4,"For-Profit",3
3969600,39696,"United Education Institute","United Education Institute",5,"For-Profit",3
2559304,25593,"United Education Institute","United Education Institute",7,"For-Profit",3
2559305,25593,"United Education Institute","United Education Institute",7,"For-Profit",3
2559310,25593,"United Education Institute","United Education Institute",7,"For-Profit",3
2559301,25593,"United Education Institute","United Education Institute",9,"For-Profit",3
2559309,25593,"United Education Institute","United Education Institute",10,"For-Profit",3
3113300,31133,"United Education Institute","United Education Institute",12,"For-Profit",3
2559300,25593,"United Education Institute","United Education Institute",17,"For-Profit",3
2559303,25593,"United Education Institute","United Education Institute",18,"For-Profit",3
822101,8221,"Universal Technical Institute, Inc.","Universal Technical Institute",1,"For-Profit",3
822105,8221,"Universal Technical Institute, Inc.","Universal Technical Institute",1,"For-Profit",3
2362002,23620,"Universal Technical Institute, Inc.","Universal Technical Institute",1,"For-Profit",3
2362003,23620,"Universal Technical Institute, Inc.","Universal Technical Institute",1,"For-Profit",3
822104,8221,"Universal Technical Institute, Inc.","Universal Technical Institute",2,"For-Profit",3
2100500,21005,"Universal Technical Institute, Inc.","Universal Technical Institute",3,"For-Profit",3
2100505,21005,"Universal Technical Institute, Inc.","Universal Technical Institute",3,"For-Profit",3
822103,8221,"Universal Technical Institute, Inc.","Universal Technical Institute",4,"For-Profit",3
822100,8221,"Universal Technical Institute, Inc.","Universal Technical Institute",5,"For-Profit",3
2100502,21005,"Universal Technical Institute, Inc.","Universal Technical Institute",6,"For-Profit",3
